molecule_class,mw,logp,tpsa,n_atoms,hba,hbd,arom_rings,rings,homo,lumo,gap,zpve,alpha,mu
alkyne,29.430724466687245,1.016420881242487,-2.7271887654914146,4,0,0,0,2,-8.833385875116782,-0.6411221565455061,8.192263718571276,0.003947370032746522,2.9064909121475893,0.048665336701147
alcohol,67.45635420010373,1.7436928702114765,34.31374195913461,6,1,1,0,2,-9.252753727003162,-0.7951354008935103,8.457618326109651,0.006079198164284812,4.45660208822636,1.3976517376432875
phenol,103.18682265732559,2.478953323021674,32.664452243631125,7,1,1,1,3,-8.854478224704005,-0.7718456702928947,8.082632554411111,0.006906302982644866,4.717143011132852,0.807717700772794
heterocy,99.4822949159146,0.5778410615731469,14.86982148118405,8,1,0,1,1,-9.581928873590055,-0.42110719994082824,9.160821673649227,0.007450721489293909,5.0148845345183695,0.5992442940862034
amine,56.34044416536551,1.9492911760136864,44.941832032208346,4,1,2,0,0,-7.983599214418084,-0.8956551094157581,7.087944105002326,0.0036025490289062615,3.6692406861839575,1.7609859871098383
aniline,110.56849052300672,1.6846038161412955,49.46769423195493,10,1,2,1,3,-8.875762467031675,0.037438666416575894,8.91320113344825,0.009752380175610722,6.375151630779697,2.517211412293777
aromatic,125.01757062690902,3.374125449759403,0.3583710694737386,6,0,0,1,2,-8.132731962230178,-1.0690223791271678,7.063709583103011,0.0061605961155076685,5.688257214270032,0.0
aromatic,101.36366839461672,2.7285637009431567,-1.5689040516811323,8,0,0,1,2,-9.50546969989172,-0.8842388997714288,8.62123080012029,0.007501891824157787,5.563415643385182,0.0
ester,109.29987339271764,2.935552082088291,44.95539953869383,7,2,0,0,1,-8.268747338995873,-1.3202022777440416,6.948545061251831,0.006467489647352844,4.642636788930137,1.330975568680453
ester,70.5690230432059,2.3182713990685775,41.92123126889675,5,2,0,0,1,-9.099408195114004,-1.0809364611434435,8.01847173397056,0.005256868011084402,2.8626650917908028,2.260883161953881
phenol,113.59946861102331,2.349512831298246,41.68448491425299,7,1,1,1,3,-8.617525378811935,-0.5914300193646818,8.026095359447254,0.007298795936630552,6.634691761647828,1.408448110574177
thiol,61.15839346783147,3.345744595709297,11.870695876902865,5,0,1,0,0,-8.88034602183931,-1.4443411412451874,7.436004880594123,0.00456884308243929,3.1190303819763034,0.9261661055866945
ester,69.74330330789769,1.4155427120006434,36.41564476889688,6,2,0,0,0,-8.384480903683068,-1.156872607924286,7.227608295758782,0.0054672564578066634,4.460984988479684,1.8334975002431553
alkyne,36.190437095841745,2.5733819195219683,3.2456615267188735,2,0,0,0,2,-8.606478100294058,-0.7996719966109357,7.8068061036831224,0.0021827562952777997,2.9827803244126923,0.0
halide,96.72175606609498,2.2199114141800504,0.6496242033709063,4,0,0,0,0,-8.418612493251581,-1.7471515046524504,6.671460988599131,0.003609086530916726,3.0134804870064857,0.0
halide,122.15333302817635,2.640450604815313,0.08522996142044441,4,0,0,0,0,-7.769715189658016,-1.3318051076064559,6.437910082051561,0.00364178832189621,3.423934180432198,0.8068479919435722
ester,67.23319498173427,2.5296902764684823,45.31949299367373,4,2,0,0,2,-9.438516313277947,-1.1355877586638434,8.302928554614104,0.004073672130599302,4.299244442356453,1.3491308773345974
aromatic,107.83631752159644,2.3692083513619306,1.3261667805347706,6,0,0,1,3,-8.624619162333833,-0.3026113484298807,8.322007813903952,0.006023616310481338,5.708655340181441,0.0
aniline,100.64772995298686,1.5961741627460833,47.621090624904014,10,1,2,1,2,-8.941540550330684,-0.3898077326753795,8.551732817655305,0.009364902836975803,7.800835998335037,1.8727647983574147
ester,102.11974325041973,2.2456056849729755,39.201320803308576,6,2,0,0,1,-8.824142345683079,-0.6974697329585268,8.126672612724551,0.005807400648721195,4.027933683391064,1.8269312378775133
heterocy,111.50734615726486,1.6624791893109552,19.468814188237364,9,1,0,1,2,-9.373893813331298,-0.12113792604804108,9.252755887283257,0.008935687134987186,5.250650897739843,1.3388548776482936
nitrile,60.77433921598177,0.6068097414510729,24.036447625020223,5,1,0,0,1,-8.825775261606816,-0.6753250670370078,8.150450194569808,0.005013656899259025,3.675606168404112,0.7147530246865249
heterocy,81.48835296246975,0.5588192052463457,22.96771967883572,5,1,0,1,1,-9.390590308222867,0.20557254958500598,9.596162857807872,0.004802087150008114,4.047298543962387,0.6035006230483984
acid,80.80291122196806,0.6888735613588746,59.37413835286507,5,2,1,0,0,-9.090775530582071,-1.3123814501985296,7.778394080383542,0.00460657539700345,5.2865834552515585,2.0581438007310777
alkane,66.15607053235061,1.174433203161518,3.255054759864842,6,0,0,0,2,-8.537022019822302,-0.9945149516504667,7.542507068171836,0.005758600223174674,3.8773775632098983,0.0
alkane,78.75028664960729,2.904526507288824,-0.38914639365395787,4,0,0,0,0,-7.632506885205623,-0.8871417020440827,6.74536518316154,0.003696461638139125,2.759362930664244,0.0
amine,84.05961052250795,0.1015110661287717,45.68966700958515,3,1,2,0,1,-8.922964311184614,-1.3303217343445024,7.592642576840112,0.0029337605918843533,1.8468681535714762,1.9147389032586666
acid,84.7516285176448,0.44272433654444177,54.71421838780958,3,2,1,0,0,-8.965506275653615,-1.0406314175203912,7.924874858133224,0.0030068227866605485,2.3752281126529633,2.197495143953272
alcohol,38.83026199573888,1.483338112755932,40.162255049284695,6,1,1,0,2,-8.885849211934062,-0.6984263192787177,8.187422892655345,0.005925224248826144,4.156346049611938,1.659868465924872
alkyne,62.64686251861377,1.8301094394129487,2.0361678743739673,3,0,0,0,1,-9.363582912327095,-1.9034619892493763,7.460120923077719,0.003109497322505194,1.988109231077169,0.0
aniline,119.85273875234839,2.4054276725682158,56.57093720775052,10,1,2,1,3,-9.17048383261922,-0.9947819307058667,8.175701901913353,0.009554342700757957,7.680656576647402,1.970620612745283
alkane,30.540618415659267,0.11715796827019131,8.566590403481845,5,0,0,0,2,-9.638090197926134,-0.9225358631263095,8.715554334799824,0.0050034431820619694,3.777577364833045,0.6108366165661834
acid,61.69125069735986,1.3274924105457164,57.88909658871201,3,2,1,0,0,-9.096057107431037,-1.0848837474852933,8.011173359945744,0.002852750489956315,3.23189732156633,2.8133316959974866
ester,70.93552209156904,2.423324898795381,40.98511236597543,4,2,0,0,2,-8.582946126415948,-1.4226588147331594,7.160287311682788,0.004235821113027551,4.4072635438897745,2.7119857244522163
alkyne,48.55719254246881,2.151637027506644,-2.0224508104513035,4,0,0,0,0,-8.949489343847713,-1.3805753858142453,7.568913958033468,0.004339772647660774,2.648876665191414,0.0
aniline,112.72483206493567,0.9330403130620694,42.2449894919859,10,1,2,1,3,-9.465016671715125,0.13013091502503443,9.59514758674016,0.009647439020031194,6.619177307980451,1.582397159846021
ether,56.01690760228733,2.00536282201186,25.075331980402304,5,1,0,0,1,-8.608775546393735,-1.3262002962728108,7.282575250120924,0.004773610387303218,3.2991207250524264,0.48386983862387944
halide,93.02771289325611,1.5195912598995853,-1.393944312107586,4,0,0,0,1,-8.44830246581892,-1.793571807968903,6.654730657850017,0.004130026530604218,2.7949272918393517,0.45601281071263444
aniline,94.14435971360687,1.3349693675916268,49.00051096365776,7,1,2,1,3,-9.782472097979975,0.07575252782368541,9.85822462580366,0.00677027678913734,4.943280439452461,1.4858588767904974
aromatic,79.01305641020696,1.9990963518774407,-2.5373239741021822,9,0,0,1,1,-9.366658350661261,-0.573067489181679,8.793590861479583,0.008383448984914802,4.677927766414007,0.0
acid,79.24233871380606,-0.10188896993710361,61.54570084936666,3,2,1,0,2,-8.85828751585315,-0.9239325973284036,7.934354918524746,0.0030718451774108878,2.310271468976222,0.9030221709525799
phenol,100.16135297334502,2.6839915421307756,33.75092722157339,10,1,1,1,1,-9.38251111881729,-0.9059234041641746,8.476587714653114,0.009542051611765958,5.573195646043757,0.6593963910282556
thiol,71.024882773763,2.228592753265545,13.521678292678281,6,0,1,0,1,-8.2915215618252,-1.0615550061211771,7.2299665557040225,0.00560775789709365,4.273831243748435,0.4267217580542744
alkane,44.72303002795416,2.229982015899902,2.7156542522875795,4,0,0,0,0,-8.816344551452326,-1.0790970934323045,7.737247458020022,0.0037578220564596348,3.522871401841233,0.0
alcohol,79.70825683650872,0.5447975102142637,36.91550215408185,4,1,1,0,2,-9.433901035391997,-0.8305044823226015,8.603396553069397,0.003925638295931566,2.782186738909984,2.0077102740661505
nitrile,47.506017423512354,0.6466678308313527,17.41180944236509,7,1,0,0,0,-8.86234818816365,-0.45104634516510783,8.411301842998544,0.00658301284180267,3.7584102474604792,0.7360025739210179
acid,63.68656316495492,-0.455636634095678,50.61842524313585,7,2,1,0,0,-8.825790216980755,-0.637416121221124,8.188374095759631,0.006455807295861534,4.0435339429018295,1.7153156981804143
acid,61.890453365132295,-0.7885314839292427,55.07730969466956,5,2,1,0,2,-8.999990719787654,-0.6032690594176978,8.396721660369955,0.004992160701240366,3.3715744414100106,1.4560213376785058
heterocy,90.2872583261037,1.2422551131054633,12.436024760386902,8,1,0,1,3,-9.63074344696056,-1.253860581175925,8.376882865784635,0.007710230178114038,5.78076323630604,0.28898422784870387
phenol,117.21819195368734,2.0693727765121377,27.932152407479784,8,1,1,1,1,-8.330123635960007,-0.6817990963488725,7.648324539611134,0.007537681154566278,5.996926322779857,1.7545078043595046
aniline,94.00869739141547,1.645054125071217,40.66329183115878,7,1,2,1,1,-9.025553093684074,0.5866819145094261,9.612235008193501,0.00666659155874626,4.601977838189447,1.903957433467656
ether,97.01920118517648,1.6517123957879853,22.00216771751935,5,1,0,0,1,-8.11300253512618,-1.8057949271837233,6.307207607942456,0.00490558124880412,5.54077426732025,0.6338970290285509
amine,52.94291175496295,-0.2993579929529916,53.98621953799362,5,1,2,0,2,-9.54614754943085,-0.6047797133928805,8.94136783603797,0.005030659930696963,3.826041240969368,2.660234828986858
nitrile,41.302369698669,2.448132781399582,17.78642508393655,7,1,0,0,2,-8.972992554687455,-1.1084742846106652,7.86451827007679,0.007029524999059955,4.323685156383881,0.7871125351673599
acid,86.01984902602551,-0.5237542594157103,50.98888577488354,6,2,1,0,0,-9.744389659285352,-1.1485082558462725,8.59588140343908,0.005410802456724004,3.8349944576993353,2.4179319670094968
halide,114.14600292395049,3.8119339119139717,-1.750293227936517,5,0,0,0,2,-7.7323405248507235,-2.411867421753344,5.320473103097379,0.004811588425645191,4.767627637004477,0.4838564623481182
alkyne,27.337489355937247,0.8684082308335253,-6.207944612504345,3,0,0,0,2,-8.676915621840747,-0.5141871498280213,8.162728472012725,0.003083844362918367,2.464604121492516,0.08727399227087707
alkane,44.717238238298506,2.4350139897516647,-1.6956550096793526,6,0,0,0,2,-9.366907060280141,-1.6655456935045347,7.701361366775607,0.00580590165161521,4.152647254140952,0.3453227193729878
alkane,54.96846045923188,3.411667916295361,-2.310155549422602,2,0,0,0,1,-8.006310350863641,-1.6536297045230144,6.352680646340627,0.002109153820775559,1.9052447718849845,0.31559505045855024
thiol,56.58563698675166,3.429465712127087,14.465008712965293,5,0,1,0,0,-8.804685704903344,-0.45460693699706367,8.35007876790628,0.004623834292254673,2.9439088130366313,0.909646250264728
amine,36.756670984105966,0.6625785540152624,41.37590782980008,5,1,2,0,1,-9.196790059565544,-1.0198487006577328,8.176941358907811,0.0050377548530870135,3.248320631943389,1.444024222118509
alkane,54.43502481034945,0.30945345918092126,0.9509424093291116,5,0,0,0,0,-9.440673896405503,-1.3795619709299227,8.061111925475581,0.004518032376928467,2.9824419799701825,0.11611560402156612
acid,100.1490397635561,1.6040518832975663,44.757050457365516,3,2,1,0,0,-8.703789634227114,-0.9939489966061479,7.709840637620966,0.0027378792429369947,1.743019872064562,2.531494106689829
nitrile,61.22567198779428,0.6626940679437896,19.172911345792425,3,1,0,0,1,-9.137871622262258,-1.2332778168959422,7.904593805366316,0.003045135277374125,3.3831936217674192,1.3388117044539423
aromatic,101.00187424516064,1.8630462162193875,6.263118124813017,6,0,0,1,2,-8.897190737682372,-1.1100509044835205,7.787139833198852,0.00581349890786174,4.93615011763991,0.0
aniline,96.78789399831332,2.371905373419386,49.735229469244956,10,1,2,1,2,-8.928638380721885,-0.5050078035070159,8.423630577214869,0.009800703434631457,6.335854717879407,2.1892807398813714
halide,92.50790026155614,3.4195997429386153,-0.3638595791653145,4,0,0,0,2,-8.403273169721961,-2.293639393336746,6.109633776385215,0.004040232250219759,3.015808232915579,0.05694992286408774
thiol,77.18827623820093,2.5410241107271494,7.965837609656008,5,0,1,0,1,-8.37552882287267,-0.9354421533075951,7.440086669565075,0.0049658131544531746,5.319595549341994,0.018543333774374227
acid,93.69194227261792,-0.8607278656671334,50.64676882778123,6,2,1,0,1,-8.803068637779578,-0.6840281364372865,8.119040501342292,0.005982267786685563,3.2864771441794662,2.1343041310986823
alkyne,64.39996031477293,2.3772445188618123,7.534082521376176,4,0,0,0,0,-8.47835588451078,-1.0995196616895244,7.378836222821255,0.0040397210203779385,2.413967787769049,0.05061464585748904
ether,52.12959914239647,1.6259618105227136,21.976880477113983,3,1,0,0,2,-9.132573908470423,-1.1878165435869144,7.944757364883509,0.0031404021876874004,3.042468192265979,1.262279274290759
phenol,107.45705615779805,2.2202970433550924,40.218054788462204,7,1,1,1,3,-9.136992770916438,-0.17629676112820675,8.960696009788231,0.007089719311480754,5.590583614968073,1.1498565169996031
halide,98.8711821915,2.57759569288754,-1.787189624555481,5,0,0,0,1,-8.209028304059022,-1.313968864009166,6.895059440049856,0.004685429523885958,3.152332390952284,0.35861061137774997
ester,101.79130110299235,2.5032933155396555,30.600115139021533,4,2,0,0,2,-8.301906721654229,-0.9549640890058868,7.346942632648342,0.003990971750955393,3.2633104007655747,1.2819471311156807
thiol,88.77845049714333,0.7313542504764856,12.633815525003435,5,0,1,0,0,-8.429124005308175,-0.6551864708863703,7.773937534421805,0.004845135547693211,2.9827816719422833,0.4143054949389322
ester,80.36910285532731,2.547697102701806,36.46967626659969,6,2,0,0,1,-8.522207813116566,-1.5377546014574024,6.984453211659163,0.005596402733701763,4.1637531896385775,1.2231925767325293
thiol,70.40462389070986,1.9427233196493074,19.52191137115029,2,0,1,0,2,-8.11672385382019,-1.3973370781419894,6.719386775678201,0.002230318982613522,1.8988085964665593,0.6431217142104931
aromatic,88.58705513880625,3.1389015110892746,-1.504416762238329,8,0,0,1,2,-9.02831975656227,-0.4002124375004835,8.628107319061787,0.007704776042228034,5.128595868714383,0.0
acid,100.89369901545305,-0.32342962515074547,51.35475404506531,7,2,1,0,1,-8.41681405228729,-0.6576519622617825,7.759162090025507,0.006546459693652905,4.4450970058358275,2.1318097502220192
amine,45.412849531088185,0.7593776367862342,58.82610122856161,2,1,2,0,0,-9.18476041751308,-0.720538216051999,8.464222201461082,0.0020671155168110744,1.0678021055093212,2.907943518370214
alkyne,63.55383858135773,1.6407801145110599,-1.9309497772933721,5,0,0,0,1,-8.920942967157815,-1.3911457873740545,7.529797179783761,0.004872210944713607,4.309926206938023,0.0
alkane,76.00260797556976,2.0266575964882594,-2.7237181776157655,1,0,0,0,2,-8.181422660561898,-1.3228941179942466,6.858528542567651,0.0013070819555407768,1.5673469055370526,0.20685451536761773
alkane,54.61711498122372,1.774964783811575,5.9797652449375835,1,0,0,0,0,-9.167745659708729,-0.79906469690396,8.368680962804769,0.0013207174429039513,0.8483735329843524,0.14499606223650352
aromatic,88.47136407297144,2.6756438591380585,1.5390741768199712,9,0,0,1,1,-8.95178226142187,-0.5817206212371309,8.37006164018474,0.008264110274221777,5.304368337820252,0.0
alkyne,30.47368645714699,2.3764793641685773,2.936106176688713,2,0,0,0,0,-8.866652253151692,-1.335560804304088,7.5310914488476035,0.0019428365144669643,1.6593945884076449,0.0
ester,67.9180319723549,1.7959516181924222,39.678406424376504,7,2,0,0,0,-9.1736375087598,-1.5102002115314503,7.6634372972283495,0.006658504571184881,3.9146282703879036,1.5627168906674718
ether,63.98862416729646,1.594197316591894,18.919761305787862,5,1,0,0,2,-9.430695239032023,-1.2353125937498737,8.195382645282148,0.004893657573769387,4.540652165333363,0.8411773017006124
ester,64.48108782949014,2.7772323743247704,43.90055018632293,5,2,0,0,2,-9.347203184670207,-1.0219180578857503,8.325285126784456,0.005279541098657192,5.295498344731772,2.3105310562763557
amine,85.2896806886329,1.5659356609584085,52.92971123905135,2,1,2,0,1,-9.042615355419318,-1.314284383208812,7.7283309722105065,0.0021657964155860692,2.7328609653053073,1.1776119317117266
phenol,108.9625964113811,1.497829624582425,37.32479524797701,9,1,1,1,1,-9.334099338042083,-0.15425575500783867,9.179843583034245,0.008278342634506306,6.051660272154842,1.2214540253648416
alkane,78.31445664163485,1.315587528305199,-5.149690325096124,4,0,0,0,0,-9.15014796060811,-0.5071438467490154,8.643004113859096,0.004326266792310102,3.2087232917078756,0.0
ether,82.15118456658506,2.0972113213652865,21.862658809113416,3,1,0,0,2,-7.72515778667674,-1.1475667651389516,6.577591021537788,0.003174422009753521,2.4594662804256346,0.7677575393687079
phenol,107.52141930638999,2.506962788807675,35.358035999055254,7,1,1,1,1,-8.888607430724663,-1.0056678817818454,7.882939548942818,0.006688827877204952,4.020215930128731,1.3829499038097564
alkyne,59.769339583472174,2.002415901443058,6.3593689356119345,5,0,0,0,1,-8.61613799549142,-1.3334615020116731,7.282676493479746,0.004686465107706177,3.8795021504508593,0.0
halide,66.92345815870662,3.656916310602387,3.4019488128076345,4,0,0,0,1,-8.20926590650098,-1.43791848268702,6.7713474238139595,0.003784309282241906,3.646362664154491,0.0002908976398193139
alkyne,33.425802951118825,0.9705127312246689,-7.515504208490804,2,0,0,0,0,-8.984650337106503,-0.9165062089075542,8.068144128198949,0.0019217655094577722,1.2157865193913988,0.0
acid,47.13449056099378,1.5267267437634824,56.628519212833105,5,2,1,0,2,-8.862421849725298,-1.0332199147585734,7.829201934966724,0.005086975718797502,3.1978290949782133,1.4205026648128825
halide,92.167847133797,3.087350990425479,2.3829916268468656,6,0,0,0,0,-7.962003543517557,-0.8995998361237126,7.062403707393845,0.005652012565715148,3.5332848618513086,0.0
acid,79.74787653024396,-0.8335420404270559,56.48243243529715,5,2,1,0,0,-9.523221739409925,-0.7615004882977521,8.761721251112172,0.004689227468191266,2.5773523742988815,2.928009984931375
phenol,119.15101246498803,2.0133386404027993,31.329164101998963,9,1,1,1,3,-9.240242326823804,-0.16653168403215296,9.073710642791651,0.008722152925244721,6.444331906975943,1.243640848934921
thiol,70.27443179648608,2.3174988634241402,22.302952347508377,6,0,1,0,2,-8.441765528723643,-0.9715509411381813,7.4702145875854615,0.005771257728137647,3.7776342371087104,0.5529532680410919
aniline,98.80589332474077,1.7520977096015917,52.31261966745809,7,1,2,1,2,-8.971039009025473,-0.522136742729131,8.448902266296342,0.006642396593124322,5.581011987328489,1.738184101770543
aromatic,114.18726450959188,1.632796558086549,-3.000006944994046,9,0,0,1,3,-9.191705681632186,-0.6077941054549303,8.583911576177256,0.008672555537509695,6.349022824739963,0.0
aromatic,120.03480852668804,2.2931054456576945,4.715818314366594,9,0,0,1,2,-9.110532901644516,-0.990394597067016,8.1201383045775,0.008449124605099527,5.929890079583345,0.0
alkane,36.13969662970693,1.1764572772652153,7.5073784451266805,1,0,0,0,2,-9.479263583711921,-1.0569052729687782,8.422358310743142,0.0015658605004592507,1.8297777153598351,0.2321107929571734
phenol,119.3906031009554,1.6074814714919894,39.24130881911878,7,1,1,1,2,-9.01825299874958,-0.20803815552708305,8.810214843222496,0.0071899429835824025,4.448568061010369,1.1313768636337056
nitrile,48.80760971684625,2.6885955994856037,18.987085189530212,6,1,0,0,0,-8.379781427812675,-1.6726585878702849,6.70712283994239,0.005657002324474128,3.673828155790439,1.2655238735476813
alkane,64.54068698543112,2.90452439904774,-5.922146050260065,3,0,0,0,0,-8.803849566175964,-1.5062829805963678,7.297566585579597,0.0029008962548446506,3.3328468142825822,0.0
aromatic,124.14321814625953,2.635622770708687,-2.270888573010806,8,0,0,1,3,-8.8910928289947,-0.44581522728408174,8.44527760171062,0.007893996012573512,5.06064331848564,0.6166628955948289
alcohol,73.53041943296486,0.14065753954883364,36.91011734906718,6,1,1,0,0,-9.459911913265083,-1.118675749508278,8.341236163756806,0.005742635247153533,3.4124331447299436,2.30223554877015
alkyne,77.99160108833254,1.3739934000184468,9.15800246138302,4,0,0,0,1,-8.619030620507806,-1.2726456750088573,7.346384945498948,0.003989031978693764,3.0425330657234824,0.6998182869854945
alkane,44.27546329575205,0.8365201620061833,3.742188501860597,3,0,0,0,0,-9.83338291931198,-1.0451380611856473,8.788244858126333,0.0031977029987809995,3.0845669132499256,0.6586442654385865
heterocy,104.0212614969945,1.7175701787755282,17.83640923894881,9,1,0,1,2,-9.063725003516202,-0.21762089492113454,8.846104108595068,0.00859212093433515,5.118715252602263,1.0019144355669483
amine,85.33128806391123,2.170657765862224,52.03928283110447,3,1,2,0,2,-8.096203395923292,-2.3030495083548184,5.793153887568473,0.0032975764258775294,5.49239582188803,1.4972493324729972
alcohol,40.62196062434708,-0.020198836086222638,32.653659659716396,4,1,1,0,1,-8.887097008576529,-0.6235386838612914,8.263558324715238,0.0037878119116865937,2.7458538968987676,1.2697063335725784
ester,108.37419721477028,0.6028830001310008,41.00938332536579,5,2,0,0,0,-9.041327941559105,-1.3695223485971844,7.67180559296192,0.004797049672280084,4.216295534961084,1.4863847832058334
acid,61.38029598658156,0.9947110371244317,56.68874664574976,4,2,1,0,2,-9.170905014923903,-1.2069303586346811,7.963974656289222,0.004037932067260945,3.0890921578181025,1.8278603688692754
heterocy,111.39701413640176,1.8557287286102018,19.847759506231963,6,1,0,1,2,-8.889571997863781,-0.9851869970989551,7.904385000764826,0.005761380895248759,3.645896531444879,1.3413255253565655
alkane,45.18899930664757,1.1317678045251287,2.461027067874245,4,0,0,0,0,-9.716092117036418,-0.9269374559990576,8.78915466103736,0.0036976159873657022,3.95260751425165,0.0
alkyne,63.04754400089855,1.2143529470985828,1.475704643704865,5,0,0,0,2,-8.549869847021455,-0.8622048401145259,7.687665006906929,0.0049041675446690166,4.137846006725833,0.05414859143195356
halide,128.9369583225025,3.939320605137158,4.921033831518783,6,0,0,0,1,-6.994167892623607,-1.8309604291134607,5.163207463510147,0.005873158700499473,3.6915422269161016,0.06419343789081616
thiol,105.13423290739478,1.6747706528124953,13.47482637047963,6,0,1,0,2,-8.073510100933998,-0.5155824597791046,7.557927641154893,0.005969500130195289,3.745349194369031,0.13600651279676151
ether,80.2133703145643,2.4534108470111575,23.05146480309422,6,1,0,0,2,-9.16549268533736,-1.2872342534263512,7.878258431911009,0.005716053267990327,5.628553070573615,0.2705342036881102
alkene,37.489378058001996,1.9706524290829264,-3.27771590639319,4,0,0,0,2,-8.522041684722343,-1.2278624995555125,7.29417918516683,0.004180905567387496,2.703385013755178,0.0
halide,61.67145758232945,1.2376586532192921,3.3869449767642603,6,0,0,0,2,-8.676911152011007,-0.8813289480409101,7.795582203970097,0.0057183972777548695,4.156814333631783,0.0
ester,91.40824808443772,0.7469121442839056,46.42479664006596,6,2,0,0,0,-8.625773370208696,-1.0475119145366307,7.578261455672066,0.0054091399161002186,3.7781979888163937,2.0576097806652247
halide,65.74393502731274,2.6036558480635708,0.1368404733311935,4,0,0,0,0,-8.313718011095665,-0.9527862846947619,7.360931726400903,0.003677523827147358,3.0686442171337744,0.035884601195106614
acid,101.4086347751857,-0.8043529903013911,54.92406960127655,7,2,1,0,2,-9.153217188584085,-1.0532341019433054,8.09998308664078,0.006614695662895192,4.901605739587159,2.1355997766298755
thiol,104.8362643826622,3.081876848466934,6.74254396063167,3,0,1,0,1,-8.2500962084437,-1.0462558756642637,7.203840332779437,0.0033644505586463507,2.0480495150534868,0.0936173842567305
phenol,120.05663958455331,1.9103044590174245,37.175508016448724,8,1,1,1,3,-9.011660532476267,0.1366920290739636,9.14835256155023,0.007650279930499472,7.348539047688533,1.456920333667438
acid,53.6498465556607,1.3262733580180228,46.03718295600822,3,2,1,0,0,-9.171499907590974,-0.9546197496428241,8.21688015794815,0.002895285623070695,2.4298084153411112,2.3184121508959366
alkene,46.29145541599163,0.5285727630788729,-2.676731932154423,5,0,0,0,0,-9.887214170678412,-0.7837854248441197,9.103428745834293,0.005013500072117961,2.9040590250144476,0.2769155261869027
aromatic,85.32734132550702,3.462553047986545,-6.657425573320803,8,0,0,1,2,-7.943541214069005,-1.0348979163432697,6.908643297725735,0.007745168323581856,5.607547778950104,0.0
alkene,65.26915617299598,1.496362807833373,4.038168615477607,5,0,0,0,1,-8.452278270835315,-1.2877966618372396,7.164481608998075,0.004703091631996986,4.079322275494656,0.0
alkyne,71.15578869611078,2.6349331310353596,-9.709232979180625,4,0,0,0,1,-8.36406606154967,-0.8442103096421931,7.5198557519074765,0.004058447601953392,2.7792439107180917,0.0
acid,58.51846964699707,-0.49483105406387207,57.313592792067354,7,2,1,0,1,-9.26399317180643,-1.0296278868131812,8.234365284993249,0.006585328588858912,4.0092012175715075,1.8050191200800225
alkyne,37.7629754489315,0.5409611944302424,2.6653375829649364,4,0,0,0,1,-9.332923801721572,-0.7500716773727855,8.582852124348786,0.0037865874309601175,2.5460877026471973,0.0
alkyne,79.94920947569135,1.968342887372832,-0.15502265617951633,4,0,0,0,2,-8.614175800509704,-1.342619531867476,7.271556268642228,0.004110602758049194,3.0959217678376603,0.0
aniline,106.81085649284928,0.9373119906525001,52.20138040561955,8,1,2,1,3,-8.768175231709213,-0.14326177565734483,8.624913456051868,0.007704915417984639,5.511434718901496,1.8533388318751696
ether,94.989814998834,1.629315063179942,23.06296750974637,3,1,0,0,0,-8.709494504256075,-1.4766741994539934,7.232820304802081,0.0028791832519263556,2.4920292929761656,0.8183136283763229
alkane,62.01382003485816,1.4731599034026663,-6.745872604936408,1,0,0,0,0,-9.162765957062994,-1.0265409973637825,8.136224959699213,0.0009448066563624387,0.7587153258428164,0.0
halide,103.11950587328599,2.4792148249425114,-0.7248937551676328,6,0,0,0,1,-8.364697662929489,-1.3891669548617445,6.975530708067744,0.005737000565683974,4.001722019134515,0.24002910034288163
alcohol,58.30884973779036,1.0672321659699042,35.1236691121308,5,1,1,0,2,-8.999576110266203,-0.5503707487007685,8.449205361565435,0.005468208608275734,3.5355272618739058,1.9741312201571777
alkene,57.75521389513713,0.5990681536460394,-7.611606248373248,4,0,0,0,2,-9.825465683281097,-0.9377030986796534,8.887762584601443,0.003924031797348076,3.064636649620871,0.0
aniline,110.36315361052553,1.5939719952264988,46.218973792506496,7,1,2,1,2,-8.38515013819761,0.21034008264961834,8.595490220847228,0.00690391409211799,4.422330691153963,1.7238078208954957
phenol,110.5259716816495,1.2635851142025631,31.830593157442614,10,1,1,1,3,-9.169005271691642,-0.2802315341684536,8.888773737523188,0.009549444478485053,6.259558116066335,1.6079938354381214
thiol,66.1217659250567,0.5330500399866064,22.84580729505459,2,0,1,0,2,-8.965827129480012,-0.974890131267013,7.990936998212999,0.0024818630864948776,2.264082444127905,0.0
aromatic,108.88347302768194,2.8566212168034166,1.4351843356250173,6,0,0,1,3,-8.439052648027126,-0.8072201867153677,7.631832461311758,0.0060003652028897516,5.80744440446087,0.11451431637270983
ether,80.11441341010737,2.202196467059082,20.599613189562444,5,1,0,0,1,-9.141023991061822,-1.7260913535114064,7.414932637550415,0.004949368149407595,2.9980485528860163,0.7150885336793601
aniline,101.53751766797765,1.6817929381008483,50.924039909022056,10,1,2,1,2,-8.833362708253535,-0.8027010281630056,8.03066168009053,0.009541872519343807,7.857791507254678,1.6810669025283542
phenol,111.88446556112666,2.1312579343688527,30.899283222223296,7,1,1,1,2,-8.504283359474396,-0.3679492201712543,8.136334139303141,0.006929231268408237,5.38908910802855,2.226133285025659
nitrile,77.92048649966955,2.401568080277791,17.814207769808036,3,1,0,0,0,-8.078170875382355,-1.2577541927358864,6.820416682646469,0.00283980061843143,2.699750767975395,0.0
